BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
16-3495,True,False,False,False,False,False,
16-3497,False,False,False,False,True,False,
16-3498,False,False,True,False,False,False,
16-3499,False,False,True,False,False,False,
16-35,False,False,True,False,False,False,
16-3500,False,False,False,False,True,False,
16-3517,False,False,False,False,True,False,
16-3519,False,False,False,False,True,False,
16-3522,False,False,True,False,False,False,
16-3529,False,False,True,False,False,False,
16-16456,False,False,True,False,False,False,
16-3531,False,False,True,False,False,False,
16-3535,False,False,True,False,False,False,
16-3536,False,False,False,False,True,False,
16-354,True,False,False,False,False,False,
16-3541,False,False,True,False,False,False,
16-3546,False,False,False,False,True,False,
16-3549,False,False,False,False,True,False,
16-355,False,False,False,False,True,False,
16-3551,False,False,True,False,False,False,
16-3552,False,False,False,False,True,False,
16-3554,False,False,True,False,False,False,
16-3556,False,False,False,False,False,False,EPCC
16-3557,False,False,False,False,True,False,
16-3558,False,False,False,False,True,False,
16-356,False,False,False,False,False,False,société publique locale
16-3560,False,False,False,False,True,False,
16-3561,False,False,False,False,True,False,
16-357,False,False,True,False,False,False,
16-3575,False,False,False,False,True,False,
16-3576,False,False,False,False,True,False,
16-3578,False,False,False,False,False,False,
16-3579,True,False,False,False,False,False,
16-3582,False,False,False,False,False,False,
16-3584,False,False,True,False,False,False,
16-3585,True,False,False,False,False,False,
16-3587,True,False,False,False,False,False,
16-3589,False,False,True,False,False,False,
16-3592,False,False,True,False,False,False,
16-3595,False,False,False,False,False,False,
16-3598,False,False,False,False,True,False,
16-3599,False,False,True,False,False,False,
16-3600,False,False,False,False,False,False,
16-3601,False,False,True,False,False,False,
16-3602,False,False,True,False,False,False,
16-3603,False,False,True,False,False,False,
16-3605,False,False,True,False,False,False,
16-3609,False,False,True,False,False,False,
16-3610,False,False,True,False,False,False,
16-3614,False,False,False,False,False,False,
16-3618,False,False,False,False,True,False,
16-3624,False,False,True,False,False,False,
16-3628,False,False,False,False,False,False,
16-3634,False,False,True,False,False,False,
16-3635,False,False,False,False,False,False,sdis
16-3640,False,False,True,False,False,False,
16-3645,False,False,True,False,False,False,
16-3647,False,False,True,False,False,False,
16-365,False,False,False,False,True,False,
16-3656,False,False,False,False,False,False,
16-3662,False,False,True,False,False,False,
16-3666,False,False,False,False,True,False,
16-3667,False,False,True,False,False,False,
16-3670,False,False,False,False,True,False,
16-3673,False,False,True,False,False,False,
16-3674,False,False,False,False,False,False,
16-3675,False,False,True,False,False,False,
16-3677,True,False,False,False,False,False,
16-3680,False,False,True,False,False,False,
16-3681,False,False,True,False,False,False,
16-19765,False,False,False,False,True,False,
16-3683,False,False,True,False,False,False,
16-3689,True,False,False,False,False,False,
16-3693,False,False,False,False,True,False,
16-3695,False,False,True,False,False,False,
16-3696,False,False,False,False,False,False,
16-3697,False,False,True,False,False,False,
16-3699,False,False,False,False,True,False,
16-37,False,False,False,False,True,False,
16-19112,False,False,True,False,False,False,
16-3701,True,False,False,False,False,False,
16-3703,False,False,False,True,False,False,
16-3707,False,True,False,False,False,False,
16-371,False,False,True,False,False,False,
16-3711,False,False,True,False,False,False,
16-3712,False,False,False,False,False,False,
16-3713,False,False,False,False,True,False,
16-3714,False,False,False,False,True,False,
16-3717,True,False,False,False,False,False,
16-3718,False,False,False,False,True,False,
16-3719,False,False,False,False,True,False,
16-3725,False,False,True,False,False,False,
16-3726,False,False,True,False,False,False,
16-3727,True,False,False,False,False,False,
16-3729,True,False,False,False,False,False,
16-373,False,False,True,False,False,False,
16-3732,False,False,False,False,True,False,
16-3733,False,False,True,False,False,False,
16-3737,True,False,False,False,False,False,
16-3740,False,False,True,False,False,False,
16-3743,False,False,False,False,False,False,
16-3744,False,False,False,False,True,False,
16-3753,False,False,False,False,True,False,
16-3754,False,False,False,False,True,False,
16-3759,False,False,True,False,False,False,
16-3761,False,False,True,False,False,False,
16-3762,False,False,True,False,False,False,
16-3765,False,False,True,False,False,False,
16-3766,False,False,False,False,False,False,
16-3767,False,False,False,False,True,False,
16-3768,False,False,True,False,False,False,
16-3771,False,False,True,False,False,False,
16-3772,False,False,True,False,False,False,
16-3773,True,False,False,False,False,False,
16-3774,False,False,False,False,False,False,
16-3780,False,False,False,False,False,False,
16-3781,False,False,True,False,False,False,
16-3784,False,False,True,False,False,False,
16-3791,False,False,True,False,False,False,
16-3793,False,False,True,False,False,False,
16-3794,False,False,False,False,True,False,
16-3795,False,False,True,False,False,False,
16-3796,True,False,False,False,False,False,
16-3797,False,False,True,False,False,False,
16-38,False,False,False,False,False,False,
16-3800,True,False,False,False,False,False,
16-3803,True,False,False,False,False,False,
16-3806,False,False,False,False,False,False,collectivité territoriale
16-3808,False,False,False,False,False,False,
16-3811,False,False,True,False,False,False,
16-3817,False,False,True,False,False,False,
16-3818,False,False,False,False,True,False,
16-3821,False,False,False,False,True,False,
16-3822,False,False,True,False,False,False,
16-3824,False,False,True,False,False,False,
16-3825,False,False,False,False,False,False,Etablissement public à caractère industriel et commercial
16-383,False,False,True,False,False,False,
16-3830,False,False,False,False,True,False,
16-3839,False,False,False,False,True,False,
16-3841,True,False,False,False,False,False,
16-3845,False,False,True,False,False,False,
16-3848,False,False,True,False,False,False,
16-3849,False,False,False,False,False,False,EPCI
16-3857,False,False,True,False,False,False,
16-386,True,False,False,False,False,False,
16-3861,False,False,True,False,False,False,
16-3862,False,False,True,False,False,False,
16-3863,False,False,True,False,False,False,
16-3868,False,False,True,False,False,False,
16-387,False,False,False,False,False,False,
16-3870,False,False,False,False,False,False,EPCI
16-3875,False,False,False,False,False,False,Établissement Public de Santé (EPS)
16-3876,False,False,False,False,False,False,
16-3878,False,False,True,False,False,False,
16-3886,False,False,False,False,True,False,
16-3887,False,False,True,False,False,False,
16-3888,False,False,True,False,False,False,
16-3890,False,False,True,False,False,False,
16-3896,False,False,True,False,False,False,
16-3899,False,False,False,False,False,False,
16-3906,False,False,False,False,False,False,Commune
16-3908,False,False,False,False,True,False,
16-3922,False,False,False,False,False,False,
16-3925,False,False,False,False,False,False,
16-3926,False,False,False,False,True,False,
16-3935,False,False,True,False,False,False,
16-3936,False,False,False,False,False,False,E.P.C.I
16-3937,True,False,False,False,False,False,
16-3940,False,False,False,False,False,False,Etablissement public à caractère industriel et commercial
16-3942,True,False,False,False,False,False,
16-3945,True,False,False,False,False,False,
16-3946,False,False,False,False,False,False,Groupement de commandes
16-395,True,False,False,False,False,False,
16-3952,True,False,False,False,False,False,
16-3963,False,False,False,True,False,False,
16-3964,False,False,False,False,True,False,
16-3965,False,False,False,False,False,False,EPCI
16-3966,False,False,False,False,True,False,
16-3968,False,False,True,False,False,False,
16-3969,False,False,True,False,False,False,
16-3973,True,False,False,False,False,False,
16-3974,False,False,False,False,False,False,EPCI
16-3975,False,False,False,False,True,False,
16-3976,False,False,True,False,False,False,
16-398,True,False,False,False,False,False,
16-3983,False,False,True,False,False,False,
16-3985,False,False,False,False,False,False,epci
16-3989,False,False,True,False,False,False,
16-3990,True,False,False,False,False,False,
16-3993,False,False,False,False,True,False,
16-3994,False,False,False,False,True,False,
16-3995,False,False,True,False,False,False,
15-184280,False,False,True,False,False,False,
16-3999,False,False,True,False,False,False,
16-400,False,False,False,False,False,False,Société anonyme aéroportuaire
16-4002,False,False,False,False,False,False,Etablissement public à caractère industriel et commercial
16-4008,False,False,True,False,False,False,
