BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
11-259960,False,False,True,False,False,False,
14-175067,False,False,False,False,True,False,
14-175069,False,False,False,False,True,False,
14-72801,False,False,False,False,False,False,Enseignement supérieur et de la recherche
14-72813,False,False,False,False,False,False,Enseignement supérieur et de la recherche
15-102251,False,False,False,False,False,False,commune
15-105739,False,False,False,False,False,False,Collectivités territoriales
15-107487,False,False,False,False,True,False,
15-110469,True,False,False,False,False,False,
15-110954,False,False,False,False,False,False,Etablissement public de santé
15-113113,False,False,True,False,False,False,
15-126280,False,False,True,False,False,False,
15-126898,False,False,False,False,False,False,collectivité territoriale
15-129728,False,False,True,False,False,False,
15-132561,False,False,True,False,False,False,
15-133114,False,False,True,False,False,False,
15-143090,False,False,False,False,True,False,
15-143113,False,False,False,False,True,False,
15-144660,True,False,False,False,False,False,
15-144845,False,False,False,False,True,False,
15-145357,False,False,True,False,False,False,
15-147163,False,False,False,False,False,False,OPH
15-147700,False,False,False,False,True,False,
15-150142,True,False,False,False,False,False,
15-152383,False,False,False,False,True,False,
15-156616,False,False,False,False,True,False,
15-160591,False,False,False,False,False,False,
15-162016,True,False,False,False,False,False,
15-162571,False,False,True,False,False,False,
15-163051,False,False,True,False,False,False,
15-164222,False,False,False,False,False,False,
15-165767,False,False,True,False,False,False,
15-166154,True,False,False,False,False,False,
15-166244,False,False,False,False,True,False,
15-167062,True,False,False,False,False,False,
15-185002,False,False,True,False,False,False,
15-168263,False,False,True,False,False,False,
15-168558,False,False,True,False,False,False,
15-168606,False,False,True,False,False,False,
15-169269,False,False,True,False,False,False,
15-169651,False,False,True,False,False,False,
15-170447,False,False,True,False,False,False,
15-170623,False,False,True,False,False,False,
15-171219,False,False,True,False,False,False,
15-172202,False,False,True,False,False,False,
15-172287,False,False,True,False,False,False,
15-172363,False,False,False,False,False,False,économie mixte
15-172732,False,False,True,False,False,False,
15-183686,False,False,False,False,True,False,
15-173053,False,False,True,False,False,False,
15-173109,False,False,False,False,True,False,
15-173355,False,False,False,False,False,False,Établissement Public de Santé (EPS)
15-173422,False,False,True,False,False,False,
16-16490,False,False,False,False,True,False,
