BOAMP_AVIS_NUM,D_21_01_Annexed4_Infructueux,D_21_02_Annexed4_Raisonstechniques,D_21_03_Annexed4_Raisonsartistiques,D_21_04_Annexed4_Raisonsexclusivites,D_21_05_Annexed4_Proprieteintellectuelle,D_21_06_Annexed4_Horsscope,D_21_07_Annexed4_Explication
16-160188,False,True,False,False,,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">La procédure a fait l'objet d'un avis de publication sous le numéro série S : 2015/S 069/122815 en date du 09/04/2015</EXPLICATION>"
16-164354,False,False,False,False,,True,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">le marché ne relève pas du champ d'application de la directive</EXPLICATION>"
