BOAMP_AVIS_NUM,D_21_01_Annexed4_Infructueux,D_21_02_Annexed4_Raisonstechniques,D_21_03_Annexed4_Raisonsartistiques,D_21_04_Annexed4_Raisonsexclusivites,D_21_05_Annexed4_Proprieteintellectuelle,D_21_06_Annexed4_Horsscope,D_21_07_Annexed4_Explication
16-138216,False,False,False,False,,True,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">La présente procédure a fait l'objet de l'avis d'appel public à la concurrence référencé au BOAMP sous le no15-79244 (publié le 27 mai 2015) et au JOUE sous le no2015/s 102-185922 (publié le 29 mai 2015) et a fait l'objet d'une procédure prévue par les articles L. 1411-1 et suivants et R. 1411-1 et suivants du CGCT.</EXPLICATION>"
